"","campaign_id","month(act_date)","year(act_date)","Number of donations","avg(amount)","sum(amount)"
"1316","SF14",3,2016,62,28.016129,1737
"1317","SA15",3,2016,89,44.202247,3934
"1318","DOPRL",4,2016,1364,21.869487,29829.98
"1319","LAL",4,2016,35,21,735
"1320","SF13",4,2016,57,31.701754,1807
"1321","SJ13",4,2016,35,18,630
"1322","SC13",4,2016,207,22.615749,4681.46
"1323","SO13",4,2016,132,19.113636,2523
"1324","LAL131",4,2016,56,17.5,980
"1325","SF14",4,2016,65,27.107692,1762
"1326","SA14",4,2016,48,16.5,792
"1327","SO14",4,2016,80,17.225,1378
"1328","LAL141",4,2016,82,23,1886
"1329","SF15",4,2016,82,28.396341,2328.5
"1330","SJ15",4,2016,60,35.116667,2107
"1331","SO15",4,2016,155,53.496774,8292
"1332","LAL151",4,2016,243,60.297819,14652.37
"1333","SF16",4,2016,1238,60.243538,74581.5
"1334","DFG",4,2016,83,53.745904,4460.91
"1335","SJ14",4,2016,44,18.909091,832
"1336","SV14",4,2016,42,15.238095,640
"1337","INT",4,2016,706,65.360482,46144.5
"1338","BDON",4,2016,23,145.77087,3352.73
"1339","SV16",4,2016,3308,60.150453,198977.7
"1340","SA15",4,2016,85,48.470588,4120
"1341","DOPRL",5,2016,1188,20.904217,24834.21
"1342","SO12",5,2016,124,16.895161,2095
"1343","LAL",5,2016,41,25.243902,1035
"1344","SJ13",5,2016,37,21.486486,795
"1345","SC13",5,2016,196,23.010204,4510
"1346","SO13",5,2016,133,20.090226,2672
"1347","LAL131",5,2016,69,21.086957,1455
"1348","SO14",5,2016,87,19.45977,1693
"1349","SA14",5,2016,46,16.23913,747
"1350","LAL141",5,2016,80,24.575,1966
"1351","SJ14",5,2016,43,15.162791,652
"1352","DFG",5,2016,131,232.516031,30459.6
"1353","SF15",5,2016,48,24.65625,1183.5
"1354","SJ15",5,2016,37,16.810811,622
"1355","SO15",5,2016,115,44.069565,5068
"1356","LAL151",5,2016,162,111.635802,18085
"1357","SF16",5,2016,1222,64.151391,78393
"1358","SV16",5,2016,2637,66.451574,175232.8
"1359","SF13",5,2016,44,30.045455,1322
"1360","BDON",5,2016,54,219.624815,11859.74
"1361","DOPRL",6,2016,1077,18.769471,20214.72
"1362","SO12",6,2016,128,19.140625,2450
"1363","SF13",6,2016,27,30.074074,812
"1364","SV13",6,2016,43,15.139535,651
"1365","LAL",6,2016,34,20.735294,705
"1366","SJ13",6,2016,32,16.875,540
"1367","SC13",6,2016,182,21.155165,3850.24
"1368","SO13",6,2016,141,21.546099,3038
"1369","LAL131",6,2016,57,17.894737,1020
"1370","SF14",6,2016,57,28.894737,1647
"1371","SA14",6,2016,51,17.784314,907
"1372","SO14",6,2016,79,15.734177,1243
"1373","LAL141",6,2016,73,19.616438,1432
"1374","SJ14",6,2016,40,16.8,672
"1375","DFG",6,2016,83,40.228916,3339
"1376","SF15",6,2016,66,28.840909,1903.5
"1377","SJ15",6,2016,31,11.83871,367
"1378","SO15",6,2016,147,80.340136,11810
"1379","LAL151",6,2016,173,58.50578,10121.5
"1380","SF16",6,2016,549,46.885246,25740
"1381","SV16",6,2016,620,286.13871,177406
"1382","SJ16",6,2016,4086,56.347528,230236
"1383","SV15",6,2016,51,27.137255,1384
"1384","BDON",6,2016,35,379.491714,13282.21
"1385","DOPRL",7,2016,1340,21.660612,29025.22
"1386","LAL",7,2016,34,21.029412,715
"1387","SJ13",7,2016,33,17.878788,590
"1388","SF13",7,2016,59,31.983051,1887
"1389","SC13",7,2016,201,22.63801,4550.24
"1390","SO13",7,2016,128,19.203125,2458
"1391","LAL131",7,2016,51,16.666667,850
"1392","SJ14",7,2016,44,18.909091,832
"1393","SV14",7,2016,41,15.121951,620
"1394","SF14",7,2016,62,27.370968,1697
"1395","SO14",7,2016,77,17.441558,1343
"1396","SA14",7,2016,47,16.744681,787
"1397","LAL141",7,2016,80,23.075,1846
"1398","DFG",7,2016,84,285.76119,24003.94
"1399","SF15",7,2016,76,28.796053,2188.5
"1400","SJ15",7,2016,38,15.578947,592
"1401","SO15",7,2016,119,41.067227,4887
"1402","SF16",7,2016,418,67.763158,28325
"1403","SV16",7,2016,395,77.053165,30436
"1404","SA15",6,2016,60,33.516667,2011
"1405","SJ16",7,2016,1661,66.237255,110020.08
"1406","SO12",7,2016,120,17.125,2055
"1407","LAL151",7,2016,145,46.365517,6723
"1408","BDON",7,2016,75,161.713733,12128.53
"1409","SA15",7,2016,53,30.943396,1640
"1410","INT",7,2016,232,170.53625,39564.41
"1411","DOPRL",8,2016,1164,20.726985,24126.21
"1412","SF13",8,2016,43,29.581395,1272
"1413","LAL",8,2016,39,25.25641,985
"1414","SJ13",8,2016,33,21.363636,705
"1415","SC13",8,2016,185,22.432432,4150
"1416","SO13",8,2016,130,20.092308,2612
"1417","LAL131",8,2016,66,22.045455,1455
"1418","SA14",8,2016,45,16.488889,742
"1419","SJ14",8,2016,43,15.162791,652
"1420","LAL141",8,2016,79,25.012658,1976
"1421","SO14",8,2016,83,19.433735,1613
"1422","DFG",8,2016,120,64.33675,7720.41
"1423","SF15",8,2016,46,24.858696,1143.5
"1424","SJ15",8,2016,34,16.382353,557
"1425","SO15",8,2016,103,30.38835,3130
"1426","LAL151",8,2016,127,42.125984,5350
"1427","SF16",8,2016,638,53.738245,34285
"1428","SV16",8,2016,161,62.968944,10138
"1429","SJ16",8,2016,517,74.282398,38404
"1430","SA16",8,2016,3466,54.564974,189122.2
"1431","BDON",8,2016,58,205.648621,11927.62
"1432","DOPRL",9,2016,1057,18.571164,19629.72
"1433","SO12",9,2016,122,19.057377,2325
"1434","SF13",9,2016,28,30.785714,862
"1435","LAL",9,2016,32,20.46875,655
"1436","SJ13",9,2016,30,17,510
"1437","SV13",9,2016,42,15.261905,641
"1438","SO13",9,2016,137,21.372263,2928
"1439","SC13",9,2016,176,21.308182,3750.24
"1440","SF14",9,2016,58,28.568966,1657
"1441","LAL131",9,2016,51,17.45098,890
"1442","SA14",9,2016,50,18.04,902
"1443","LAL141",9,2016,70,19.742857,1382
"1444","SO14",9,2016,77,15.883117,1223
"1445","SJ14",9,2016,40,16.8,672
"1446","SF15",9,2016,62,28.766129,1783.5
"1447","DFG",9,2016,152,241.725132,36742.22
"1448","SJ15",9,2016,30,11.9,357
"1449","SO15",9,2016,118,25.457627,3004
"1450","LAL151",9,2016,163,50.613497,8250
"1451","SF16",9,2016,740,55.964527,41413.75
"1452","SV16",9,2016,233,60.493562,14095
"1453","SA16",9,2016,3065,68.295664,209326.21
"1454","BDON",9,2016,56,309.51625,17332.91
"1455","SJ16",9,2016,380,81.293421,30891.5
"1456","DOPRL",10,2016,1315,21.667331,28492.54
"1457","SF13",10,2016,56,31.732143,1777
"1458","SC13",10,2016,192,22.135417,4250
"1459","SJ13",10,2016,32,17.8125,570
"1460","SO13",10,2016,124,19.33871,2398
"1461","LAL131",10,2016,50,17.6,880
"1462","SV14",10,2016,39,15.128205,590
"1463","SF14",10,2016,62,27.370968,1697
"1464","SJ14",10,2016,44,18.909091,832
"1465","SO14",10,2016,76,17.539474,1333
"1466","SA14",10,2016,47,16.744681,787
"1467","LAL141",10,2016,80,23.325,1866
"1468","SF15",10,2016,71,29.767606,2113.5
"1469","DFG",10,2016,107,241.020935,25789.24
"1470","SJ15",10,2016,38,16.105263,612
"1471","SO15",10,2016,75,15.093333,1132
"1472","LAL151",10,2016,121,45.53719,5510
"1473","SF16",10,2016,364,58.785714,21398
"1474","SV16",10,2016,69,44.057971,3040
"1475","SA16",10,2016,503,70.35167,35386.89
"1476","SJ16",10,2016,144,86.111111,12400
"1477","LAL",10,2016,33,20.757576,685
"1478","BDON",10,2016,68,222.189118,15108.86
"1479","SO16",10,2016,3531,54.758709,193353
"1480","DOPRL",11,2016,1136,20.643574,23451.1
"1481","LAL",11,2016,39,25.25641,985
"1482","SO12",11,2016,117,16.495726,1930
"1483","SF13",11,2016,44,30.045455,1322
"1484","SC13",11,2016,180,21.666667,3900
"1485","SO13",11,2016,126,20.333333,2562
"1486","LAL131",11,2016,65,21.615385,1405
"1487","SA14",11,2016,44,16.636364,732
"1488","SO14",11,2016,83,19.433735,1613
"1489","LAL141",11,2016,77,25.207792,1941
"1490","SJ14",11,2016,43,15.162791,652
"1491","SF15",11,2016,44,25.534091,1123.5
"1492","DFG",11,2016,116,55.194397,6402.55
"1493","SJ15",11,2016,34,16.382353,557
"1494","LAL151",11,2016,178,66.095506,11765
"1495","SO15",11,2016,82,16.97561,1392
"1496","SF16",11,2016,556,52.143273,28991.66
"1497","SO16",11,2016,7881,61.170986,482088.54
"1498","SJ13",11,2017,30,18.833333,565
"1499","BDON",11,2016,41,223.596098,9167.44
"1500","ECON",11,2016,2,35,70
"1501","SJ13",11,2016,32,20.15625,645
"1502","SV16",11,2016,167,64.718563,10808
"1503","SA16",11,2016,571,75.961471,43374
"1504","SJ16",11,2016,227,83.409692,18934
"1505","DOPRL",12,2016,1041,18.603016,19365.74
"1506","SO12",12,2016,120,19.208333,2305
"1507","LAL",12,2016,32,20.46875,655
"1508","SV13",12,2016,42,15.261905,641
"1509","SF13",12,2016,27,30.074074,812
"1510","SJ13",12,2016,29,16.896552,490
"1511","SC13",12,2016,170,20.001412,3400.24
"1512","SO13",12,2016,134,21.776119,2918
"1513","SF14",12,2016,57,28.54386,1627
"1514","SA14",12,2016,49,17.795918,872
"1515","SO14",12,2016,77,15.883117,1223
"1516","LAL141",12,2016,70,20.1,1407
"1517","DFG",12,2016,160,695.072313,111211.57
"1518","SF15",12,2016,59,29.381356,1733.5
"1519","SJ15",12,2016,30,11.9,357
"1520","SO15",12,2016,84,18.654762,1567
"1521","LAL151",12,2016,90,24.233333,2181
"1522","SF16",12,2016,292,61.242466,17882.8
"1523","SV16",12,2016,217,70.428571,15283
"1524","SO16",12,2016,3235,63.535827,205538.4
"1525","LAL131",11,2017,62,21.048387,1305
"1526","SA16",12,2016,578,70.884083,40971
"1527","SJ16",12,2016,275,76.522436,21043.67
"1528","LAL131",12,2016,51,18.235294,930
"1529","SJ14",12,2016,39,16.461538,642
"1530","INT",12,2016,2064,96.110368,198371.8
"1531","LAL20",1,2021,768,81.803411,62825.02
"1532","LAL16",12,2016,5809,67.011503,389269.82
"1533","BDON",12,2016,16,223.8175,3581.08
"1534","DOPRL",1,2017,1275,21.475224,27380.91
"1535","SO12",1,2017,111,17.207207,1910
"1536","LAL",1,2017,32,21.09375,675
"1537","SJ13",1,2017,32,17.8125,570
"1538","SO13",1,2017,121,19.07438,2308
"1539","SC13",1,2017,184,21.711957,3995
"1540","SF14",1,2017,58,27.068966,1570
"1541","SJ14",1,2017,41,18.585366,762
"1542","SV14",1,2017,39,15.641026,610
"1543","SA14",1,2017,46,16.456522,757
"1544","SO14",1,2017,73,17.575342,1283
"1545","LAL141",1,2017,76,23.565789,1791
"1546","DFG",1,2017,52,72.692308,3780
"1547","SF15",1,2017,69,29.978261,2068.5
"1548","SJ15",1,2017,37,16.297297,603
"1549","SO15",1,2017,71,15.140845,1075
"1550","LAL151",1,2017,96,25.729167,2470
"1551","SV16",1,2017,46,35.652174,1640
"1552","SF16",1,2017,70,33.657143,2356
"1553","SO16",1,2017,259,50.194981,13000.5
"1554","SD16",1,2017,74,47.740541,3532.8
"1555","LAL16",11,2017,155,66.070968,10241
"1556","SD16",12,2016,628,47.69207,29950.62
"1557","LAL131",1,2017,48,17.083333,820
"1558","SF13",1,2017,58,32.017241,1857
"1559","DOPRL",2,2017,1107,20.462602,22652.1
"1560","LAL",2,2017,38,25.657895,975
"1561","SF13",2,2017,42,28.857143,1212
"1562","SJ13",2,2017,32,20.15625,645
"1563","SC13",2,2017,172,21.366279,3675
"1564","SO13",2,2017,123,20.178862,2482
"1565","LAL131",2,2017,63,21.746032,1370
"1566","SA14",2,2017,44,16.181818,712
"1567","SJ14",2,2017,40,15.175,607
"1568","LAL141",2,2017,75,25.613333,1921
"1569","SO14",2,2017,75,19.106667,1433
"1570","SF15",2,2017,44,25.534091,1123.5
"1571","DFG",2,2017,96,98.7125,9476.4
"1572","SO15",2,2017,76,17.039474,1295
"1573","SJ15",2,2017,33,16.606061,548
"1574","LAL151",2,2017,95,26.105263,2480
"1575","SF16",2,2017,53,22.377358,1186
"1576","SO16",2,2017,205,44.307317,9083
"1577","SD16",2,2017,65,20.153846,1310
"1578","LAL16",1,2017,789,67.325729,53120
"1579","SA16",1,2017,76,29.078947,2210
"1580","SV16",2,2017,36,18.194444,655
"1581","LAL16",2,2017,365,75.110959,27415.5
"1582","SF17",2,2017,3941,67.859198,267433.1
"1583","SC13",11,2017,161,21.521739,3465
"1584","DOPRL",3,2017,1008,18.481885,18629.74
"1585","SO12",3,2017,115,19.304348,2220
"1586","LAL",3,2017,31,20.806452,645
"1587","SV13",3,2017,38,14.894737,566
"1588","SJ13",3,2017,30,17,510
"1589","SF13",3,2017,28,30.785714,862
"1590","SC13",3,2017,160,20.47025,3275.24
"1591","SO13",3,2017,127,20.251969,2572
"1592","LAL131",3,2017,49,17.653061,865
"1593","SF14",3,2017,54,29.703704,1604
"1594","SA14",3,2017,48,17.541667,842
"1595","LAL141",3,2017,66,20.409091,1347
"1596","SO14",3,2017,71,15.394366,1093
"1597","SJ14",3,2017,36,17,612
"1598","SF15",3,2017,56,29.705357,1663.5
"1599","DFG",3,2017,103,909.45699,93674.07
"1600","SJ15",3,2017,28,12.25,343
"1601","LAL151",3,2017,91,24.791209,2256
"1602","SO15",3,2017,78,18.461538,1440
"1603","SV16",3,2017,41,23.536585,965
"1604","SF16",3,2017,70,27.8,1946
"1605","SO16",3,2017,288,71.694444,20648
"1606","SD16",3,2017,67,20.761194,1391
"1607","LAL16",3,2017,448,73.15625,32774
"1608","SA16",2,2017,64,31.5625,2020
"1609","SF17",3,2017,3807,57.740478,219818
"1610","SA16",3,2017,100,68.35,6835
"1611","DOPRL",4,2017,1240,21.448927,26596.67
"1612","LAL",11,2017,35,24.428571,855
"1613","LAL",4,2017,32,21.09375,675
"1614","SJ13",4,2017,32,17.8125,570
"1615","SC13",4,2017,176,20.880682,3675
"1616","SO13",4,2017,118,18.966102,2238
"1617","SJ14",4,2017,39,19.025641,742
"1618","SV14",4,2017,37,15.405405,570
"1619","SA14",4,2017,43,16.55814,712
"1620","LAL141",4,2017,74,24.067568,1781
"1621","SO14",4,2017,69,17,1173
"1622","DFG",4,2017,118,44.077881,5201.19
"1623","SF15",4,2017,66,30.431818,2008.5
"1624","SJ15",4,2017,36,16.611111,598
"1625","SO15",4,2017,67,15.149254,1015
"1626","LAL151",4,2017,94,25.319149,2380
"1627","SF16",4,2017,62,25.258065,1566
"1628","SV16",4,2017,27,12.962963,350
"1629","SO16",4,2017,167,81.377246,13590
"1630","SD16",4,2017,56,20.803571,1165
"1631","LAL16",4,2017,197,69.35533,13663
"1632","INT",3,2017,526,67.96327,35748.68
"1633","SF17",4,2017,676,64.135976,43355.92
"1634","SF14",4,2017,55,27.709091,1524
"1635","SF13",4,2017,55,31.763636,1747
"1636","LAL131",4,2017,49,17.755102,870
"1637","SV17",4,2017,3314,52.602846,174325.83
"1638","SA16",4,2017,73,29.794521,2175
"1639","BDON",4,2017,53,305.028302,16166.5
"1640","DOPRL",5,2017,1085,20.47729,22217.86
"1641","SO12",5,2017,108,16.759259,1810
"1642","LAL",5,2017,37,24.72973,915
"1643","SC13",5,2017,170,21.794118,3705
"1644","SJ13",5,2017,31,19.83871,615
"1645","SO13",5,2017,120,20.016667,2402
"1646","LAL131",5,2017,62,21.048387,1305
"1647","SA14",5,2017,41,16.268293,667
"1648","SJ14",5,2017,38,15.447368,587
"1649","LAL141",5,2017,73,25.767123,1881
"1650","SO14",5,2017,74,19.094595,1413
"1651","DFG",5,2017,103,261.354563,26919.52
"1652","SF15",5,2017,44,25.534091,1123.5
"1653","SJ15",5,2017,32,16.96875,543
"1654","LAL151",5,2017,95,26.684211,2535
"1655","SO15",5,2017,75,16.866667,1265
"1656","SF16",5,2017,51,22.764706,1161
"1657","SV16",5,2017,32,15.9375,510
"1658","SO16",5,2017,173,47.924855,8291
"1659","SD16",5,2017,55,17.909091,985
"1660","LAL16",5,2017,169,49.698225,8399
"1661","SV17",5,2017,2172,71.274862,154809
"1662","SF13",5,2017,43,30.046512,1292
"1663","SF17",5,2017,1100,58.405455,64246
"1664","SA16",5,2017,72,181.041667,13035
"1665","SJ16",5,2017,35,31.714286,1110
"1666","DOPRL",6,2017,985,18.508365,18230.74
"1667","SO12",6,2017,109,19.587156,2135
"1668","LAL",6,2017,30,20.5,615
"1669","SV13",6,2017,38,15.921053,605
"1670","SC13",6,2017,161,20.218882,3255.24
"1671","SO13",6,2017,122,20.42623,2492
"1672","LAL131",6,2017,51,18.235294,930
"1673","SF14",6,2017,53,29.698113,1574
"1674","SA14",6,2017,46,17.978261,827
"1675","SJ14",6,2017,36,17,612
"1676","LAL141",6,2017,66,20.712121,1367
"1677","SO14",6,2017,69,15.115942,1043
"1678","SF15",6,2017,55,29.881818,1643.5
"1679","DFG",6,2017,87,30.122069,2620.62
"1680","SJ15",6,2017,28,12.25,343
"1681","SO15",6,2017,77,18.441558,1420
"1682","LAL151",6,2017,84,25.309524,2126
"1683","SF16",6,2017,68,28.102941,1911
"1684","SV16",6,2017,32,14.6875,470
"1685","SO16",6,2017,161,46.608696,7504
"1686","SD16",6,2017,46,14.565217,670
"1687","LAL16",6,2017,147,53.904762,7924
"1688","SV17",6,2017,415,73.216867,30385
"1689","RLQ",5,2017,4,2152.5,8610
"1690","SF13",6,2017,25,30.08,752
"1691","SJ13",6,2017,27,15.740741,425
"1692","SF17",6,2017,422,64.917062,27395
"1693","SJ17",6,2017,3905,56.075969,218976.66
"1694","BDON",6,2017,56,358.096071,20053.38
"1695","DMM01",6,2017,18,771.111111,13880
"1696","DOPRL",7,2017,1216,21.33403,25942.18
"1697","SO12",7,2017,104,17.211538,1790
"1698","LAL",7,2017,31,20.806452,645
"1699","SF13",7,2017,54,32.166667,1737
"1700","SC13",7,2017,172,21.424419,3685
"1701","SO13",7,2017,117,19,2223
"1702","LAL131",7,2017,47,17.234043,810
"1703","SF14",7,2017,53,27.622642,1464
"1704","SA14",7,2017,43,16.55814,712
"1705","SO14",7,2017,68,16.955882,1153
"1706","LAL141",7,2017,72,23.902778,1721
"1707","SJ14",7,2017,39,19.025641,742
"1708","DFG",7,2017,144,376.663056,54239.48
"1709","SJ15",7,2017,36,16.611111,598
"1710","SO15",7,2017,65,15.153846,985
"1711","SF16",7,2017,60,25.766667,1546
"1712","LAL151",7,2017,92,26.195652,2410
"1713","SO16",7,2017,138,45.84058,6326
"1714","SD16",7,2017,47,18.510638,870
"1715","LAL16",7,2017,114,53.77193,6130
"1716","SV17",7,2017,313,66.364217,20772
"1717","SV17",11,2017,194,101.160309,19625.1
"1718","INT",7,2017,436,96.135459,41915.06
"1719","SJ13",7,2017,30,16.666667,500
"1720","SF15",7,2017,63,30.849206,1943.5
"1721","SV16",7,2017,27,12.962963,350
"1722","SV14",7,2017,36,15.694444,565
"1723","SJ17",7,2017,1063,103.721148,110255.58
"1724","SF17",7,2017,304,63.707237,19367
"1725","SA16",7,2017,62,27.83871,1726
"1726","DOPRL",8,2017,1058,20.262628,21437.86
"1727","LAL",8,2017,35,24.714286,865
"1728","SJ13",8,2017,30,18.833333,565
"1729","SC13",8,2017,166,21.536145,3575
"1730","SO13",8,2017,121,19.933884,2412
"1731","LAL131",8,2017,62,21.693548,1345
"1732","SA14",8,2017,41,16.268293,667
"1733","LAL141",8,2017,71,25.647887,1821
"1734","SO14",8,2017,72,19.208333,1383
"1735","SJ14",8,2017,36,14.916667,537
"1736","DFG",8,2017,137,421.641387,57764.87
"1737","SJ15",8,2017,32,16.96875,543
"1738","LAL151",8,2017,90,26.166667,2355
"1739","SO15",8,2017,73,17.054795,1245
"1740","SF16",8,2017,49,23.285714,1141
"1741","SV16",8,2017,32,15.9375,510
"1742","SO16",8,2017,141,26.212766,3696
"1743","SD16",8,2017,52,15.961538,830
"1744","LAL16",8,2017,127,42.929134,5452
"1745","SJ17",8,2017,432,73.993056,31965
"1746","SV17",8,2017,202,68.50495,13838
"1747","BDON",7,2017,89,190.549438,16958.9
"1748","SF13",8,2017,39,30.051282,1172
"1749","SF15",8,2017,43,25.662791,1103.5
"1750","SF17",8,2017,828,61.65942,51054
"1751","SA17",8,2017,4309,57.210722,246521
"1752","BDON",8,2017,64,187.931406,12027.61
"1753","DOPRL",9,2017,962,18.516362,17812.74
"1754","SO12",9,2017,109,19.724771,2150
"1755","SF13",9,2017,23,30.956522,712
"1756","LAL",9,2017,30,20.5,615
"1757","SJ13",9,2017,28,15.892857,445
"1758","SC13",9,2017,156,20.738718,3235.24
"1759","SO13",9,2017,121,19.85124,2402
"1760","LAL131",9,2017,49,17.755102,870
"1761","SA14",9,2017,46,17.978261,827
"1762","LAL141",9,2017,62,20.112903,1247
"1763","SO14",9,2017,68,15.485294,1053
"1764","SJ14",9,2017,33,17.333333,572
"1765","SF15",9,2017,55,29.881818,1643.5
"1766","SJ15",9,2017,28,12.25,343
"1767","LAL151",9,2017,84,25.25,2121
"1768","SO15",9,2017,75,18.6,1395
"1769","SF16",9,2017,65,28.861538,1876
"1770","SO16",9,2017,144,30.861111,4444
"1771","SD16",9,2017,46,14.347826,660
"1772","LAL16",9,2017,105,58.380952,6130
"1773","SV17",9,2017,170,61.752941,10498
"1774","SJ17",9,2017,300,64.966667,19490
"1775","SA17",9,2017,1475,78.211186,115361.5
"1776","SF17",9,2017,226,50.274336,11362
"1777","DFG",9,2017,95,147.157474,13979.96
"1778","SV13",9,2017,38,15.921053,605
"1779","SF14",9,2017,52,29.115385,1514
"1780","SV16",9,2017,32,14.6875,470
"1781","BDON",9,2017,73,210.021096,15331.54
"1782","DOPRL",10,2017,1186,21.512917,25514.32
"1783","SF13",10,2017,51,32.294118,1647
"1784","LAL",10,2017,29,20.862069,605
"1785","SC13",10,2017,167,20.988024,3505
"1786","SO13",10,2017,116,19.077586,2213
"1787","LAL131",10,2017,48,17.083333,820
"1788","SJ14",10,2017,36,19.5,702
"1789","SV14",10,2017,36,15.694444,565
"1790","SA14",10,2017,43,16.55814,712
"1791","LAL141",10,2017,70,23.3,1631
"1792","SO14",10,2017,66,17.166667,1133
"1793","SF15",10,2017,61,30.54918,1863.5
"1794","SJ15",10,2017,35,16.228571,568
"1795","SO15",10,2017,65,15.153846,985
"1796","LAL151",10,2017,87,25.632184,2230
"1797","SF16",10,2017,58,26.137931,1516
"1798","SV16",10,2017,27,12.962963,350
"1799","SO16",10,2017,96,14.28125,1371
"1800","SD16",10,2017,44,14.090909,620
"1801","LAL16",10,2017,115,41.286957,4748
"1802","INT",9,2017,501,94.123752,47156
"1803","DFG",10,2017,92,397.369674,36558.01
"1804","SF14",10,2017,53,27.622642,1464
"1805","SJ13",10,2017,30,16.666667,500
"1806","BDON",10,2017,47,286.234468,13453.02
"1807","SA17",11,2017,475,73.766316,35039
"1808","DOPRL",2,2021,758,20.169736,15288.66
"1809","SF17",11,2017,337,57.569733,19401
"1810","DOPRL",12,2017,944,18.543157,17504.74
"1811","SO12",12,2017,107,19.953271,2135
"1812","LAL",12,2017,29,20.172414,585
"1813","SV13",12,2017,38,15.921053,605
"1814","SJ13",12,2017,27,15.740741,425
"1815","SC13",12,2017,149,20.639195,3075.24
"1816","SO13",12,2017,116,19.844828,2302
"1817","LAL131",12,2017,50,17.6,880
"1818","SF14",12,2017,50,28.48,1424
"1819","SA14",12,2017,46,17.978261,827
"1820","SJ14",12,2017,33,17.333333,572
"1821","LAL141",12,2017,62,20.112903,1247
"1822","SO14",12,2017,66,15.348485,1013
"1823","SF15",12,2017,54,29.87963,1613.5
"1824","SO15",12,2017,74,18.716216,1385
"1825","SJ15",12,2017,27,11.962963,323
"1826","LAL151",12,2017,77,25.077922,1931
"1827","SF16",12,2017,63,29.142857,1836
"1828","SV16",12,2017,31,14.83871,460
"1829","DFG",12,2017,151,485.940795,73377.06
"1830","SO16",12,2017,101,20.435644,2064
"1831","SD16",12,2017,43,14.186047,610
"1832","LAL16",12,2017,62,18.306452,1135
"1833","SJ17",12,2017,300,74.47,22341
"1834","SV17",12,2017,248,63.181452,15669
"1835","SO17",12,2017,2291,74.249454,170105.5
"1836","SA17",12,2017,503,73.748986,37095.74
"1837","INT",12,2017,946,110.837738,104852.5
"1838","SF13",12,2017,22,31.454545,692
"1839","SF17",12,2017,224,63.230357,14163.6
"1840","DEC17",12,2017,6250,62.576902,391105.64
"1841","DOPRL",1,2018,1166,21.268293,24798.83
"1842","LAL",1,2018,30,20.5,615
"1843","SF13",1,2018,49,33,1617
"1844","SJ13",1,2018,29,16.206897,470
"1845","SC13",1,2018,159,21.320755,3390
"1846","SO13",1,2018,110,18.936364,2083
"1847","LAL131",1,2018,48,17.083333,820
"1848","SV14",1,2018,35,15.857143,555
"1849","SA14",1,2018,42,16.238095,682
"1850","SF14",1,2018,53,27.622642,1464
"1851","LAL141",1,2018,69,23.782609,1641
"1852","SJ14",1,2018,35,19.714286,690
"1853","SO14",1,2018,64,17.234375,1103
"1854","DFG",1,2018,88,36.225909,3187.88
"1855","SJ15",1,2018,33,16.30303,538
"1856","SF15",1,2018,61,30.631148,1868.5
"1857","SO15",1,2018,62,15.241935,945
"1858","LAL151",1,2018,83,25.421687,2110
"1859","SV16",1,2018,27,12.962963,350
"1860","SF16",1,2018,57,26.157895,1491
"1861","SO16",1,2018,88,14.215909,1251
"1862","SD16",1,2018,42,14.404762,605
"1863","LAL16",1,2018,65,20.584615,1338
"1864","SJ17",1,2018,50,28.2,1410
"1865","SV17",1,2018,52,67.115385,3490
"1866","SO17",1,2018,185,57.848649,10702
"1867","SA17",1,2018,68,27.720588,1885
"1868","SF17",1,2018,51,29.470588,1503
"1869","SF13",11,2017,37,30.459459,1127
"1870","DEC17",1,2018,682,62.451173,42591.7
"1871","DOPRL",2,2018,1011,20.175925,20397.86
"1872","SO12",2,2018,103,17.23301,1775
"1873","LAL",2,2018,34,24.264706,825
"1874","SJ13",2,2018,29,19.310345,560
"1875","SC13",2,2018,152,21.381579,3250
"1876","SO13",2,2018,112,20.0625,2247
"1877","SA14",2,2018,41,16.268293,667
"1878","SO14",2,2018,67,19.223881,1288
"1879","LAL141",2,2018,68,25.75,1751
"1880","SJ14",2,2018,33,15.30303,505
"1881","DFG",2,2018,97,53.563196,5195.63
"1882","SJ15",2,2018,30,17.1,513
"1883","SO15",2,2018,69,17.318841,1195
"1884","LAL151",2,2018,79,25.949367,2050
"1885","SF16",2,2018,45,21.911111,986
"1886","SV16",2,2018,33,16.363636,540
"1887","SO16",2,2018,96,16.625,1596
"1888","SD16",2,2018,46,13.369565,615
"1889","SV17",2,2018,54,30.648148,1655
"1890","LAL16",2,2018,64,22.578125,1445
"1891","SA17",2,2018,81,46.333333,3753
"1892","SJ17",2,2018,59,51.338983,3029
"1893","SF17",2,2018,30,21.6,648
"1894","SO17",2,2018,189,42.857143,8100
"1895","DEC17",2,2018,602,68.848837,41447
"1896","SF15",2,2018,42,25.559524,1073.5
"1897","LAL131",2,2018,62,21.048387,1305
"1898","BDON",2,2018,19,246,4674
"1899","SF18",2,2018,3360,61.005952,204980
"1900","SC13",2,2021,104,19.971154,2077
"1901","DOPRL",3,2018,923,18.415753,16997.74
"1902","SO12",3,2018,103,19.514563,2010
"1903","SF13",3,2018,19,33.263158,632
"1904","LAL",3,2018,29,20.172414,585
"1905","SV13",3,2018,37,15.810811,585
"1906","SJ13",3,2018,27,15.37037,415
"1907","SC13",3,2018,143,20.735944,2965.24
"1908","SO13",3,2018,114,19.973684,2277
"1909","LAL131",3,2018,50,17.6,880
"1910","SF14",3,2018,49,28.44898,1394
