"","campaign_id","month(act_date)","year(act_date)","Number of donations","avg(amount)","sum(amount)"
"2886","SD16",6,2020,36,11.25,405
"2887","SO16",6,2020,75,21.613333,1621
"2888","SV17",6,2020,27,17.592593,475
"2889","SO17",6,2020,59,16.694915,985
"2890","SA17",6,2020,34,19.264706,655
"2891","LAL16",6,2020,39,20.692308,807
"2892","SF17",6,2020,45,26.911111,1211
"2893","DEC17",6,2020,69,17.57971,1213
"2894","SJ18",6,2020,37,13.162162,487
"2895","SO18",6,2020,37,12.513514,463
"2896","LAL18",6,2020,80,23.125,1850
"2897","SJ19",6,2020,16,13.75,220
"2898","LAL19",6,2020,209,88.995215,18600
"2899","SF20",6,2020,1043,67.741611,70654.5
"2900","SV20",6,2020,2757,85.003431,234354.46
"2901","COVID",6,2020,448,300.027455,134412.3
"2902","SF18",6,2020,26,32.218077,837.67
"2903","INT",6,2020,3309,99.959504,330766
"2904","INTFEV",6,2020,88,116.295455,10234
"2905","SO19",6,2020,121,62.38843,7549
"2906","SA19",6,2020,92,43.581522,4009.5
"2907","SF20",2,2021,12,35.083333,421
"2908","LAL16",2,2021,40,26.15,1046
"2909","DEC17",2,2021,62,23.419355,1452
"2910","LAL131",2,2021,50,21.1,1055
"2911","SA14",2,2021,30,16.733333,502
"2912","LAL",2,2021,21,28.333333,595
"2913","SF18",2,2021,25,30.5068,762.67
"2914","SV20",2,2021,66,32.431818,2140.5
"2915","SF16",2,2021,36,20.583333,741
"2916","SO18",2,2021,36,11.472222,413
"2917","SJ20",6,2020,616,79.232955,48807.5
"2918","SO13",2,2021,75,18.093333,1357
"2919","SF15",2,2021,28,25.642857,718
"2920","SD16",2,2021,35,13.714286,480
"2921","SJ20",2,2021,85,43.023529,3657
"2922","SO16",2,2021,67,15.014925,1006
"2923","SF13",2,2021,25,33.28,832
"2924","LAL18",2,2021,80,23.5,1880
"2925","SJ18",2,2021,35,13.057143,457
"2926","SV17",2,2021,28,19.107143,535
"2927","SF21",3,2021,5813,79.039494,459456.58
"2928","SJ13",2,2021,22,20,440
"2929","DOPRL",3,2021,688,18.41609,12670.27
"2930","SO12",3,2021,76,19.605263,1490
"2931","LAL",3,2021,16,22.1875,355
"2932","SF13",3,2021,13,28.615385,372
"2933","SJ13",3,2021,20,16,320
"2934","SC13",3,2021,99,21.234747,2102.24
"2935","SO13",3,2021,75,19.16,1437
"2936","LAL131",3,2021,40,17.625,705
"2937","DOPRL",7,2020,909,21.01736,19104.78
"2938","LAL",7,2020,18,21.944444,395
"2939","SC13",7,2020,120,21.433333,2572
"2940","SJ13",7,2020,22,15,330
"2941","SO13",7,2020,76,18.513158,1407
"2942","SF13",7,2020,37,34.243243,1267
"2943","LAL131",7,2020,41,17.926829,735
"2944","SF14",7,2020,37,27.162162,1005
"2945","SV14",7,2020,29,16.551724,480
"2946","SJ14",7,2020,20,21,420
"2947","SO14",7,2020,51,17.509804,893
"2948","LAL141",7,2020,54,19.185185,1036
"2949","SA14",7,2020,31,15.387097,477
"2950","DFG",7,2020,127,95.995197,12191.39
"2951","SO15",7,2020,43,14.534884,625
"2952","SJ15",7,2020,25,15.52,388
"2953","LAL151",7,2020,55,27.872727,1533
"2954","SV16",7,2020,23,13.391304,308
"2955","SF16",7,2020,48,27,1296
"2956","SO16",7,2020,66,13.80303,911
"2957","SD16",7,2020,35,11,385
"2958","SV17",7,2020,28,17.142857,480
"2959","SA17",7,2020,35,21.142857,740
"2960","LAL16",7,2020,41,21.707317,890
"2961","SO17",7,2020,54,14.944444,807
"2962","SF17",7,2020,28,25.392857,711
"2963","DEC17",7,2020,69,17.507246,1208
"2964","SF18",7,2020,43,30.178372,1297.67
"2965","SJ18",7,2020,36,13.25,477
"2966","LAL18",7,2020,86,23.953488,2060
"2967","SF19",7,2020,25,28.32,708
"2968","SO18",7,2020,32,11.03125,353
"2969","SJ19",7,2020,19,13.157895,250
"2970","LAL19",7,2020,142,58.482113,8304.46
"2971","SO19",7,2020,59,170.864407,10081
"2972","SF20",7,2020,222,80.626126,17899
"2973","SV20",7,2020,517,77.886847,40267.5
"2974","SA14",3,2021,33,19.454545,642
"2975","SJ14",3,2021,19,18.421053,350
"2976","SO14",3,2021,50,14.96,748
"2977","LAL141",3,2021,47,17.361702,816
"2978","DFG",3,2021,214,159.197897,34068.35
"2979","LAL151",3,2021,51,26.843137,1369
"2980","SO15",3,2021,42,15.357143,645
"2981","SV16",3,2021,24,15.333333,368
"2982","SF16",3,2021,46,26.76087,1231
"2983","SO16",3,2021,69,22.623188,1561
"2984","SD16",3,2021,32,11.875,380
"2985","SV17",3,2021,26,17.5,455
"2986","SO17",3,2021,54,16.851852,910
"2987","SA17",3,2021,31,19.677419,610
"2988","SF17",3,2021,42,25.97619,1091
"2989","DEC17",3,2021,60,18.283333,1097
"2990","SF18",3,2021,26,32.218077,837.67
"2991","SJ18",3,2021,35,13.057143,457
"2992","LAL18",3,2021,71,21.760563,1545
"2993","COVID",2,2021,5,7345,36725
"2994","SO18",3,2021,35,12.085714,423
"2995","LAL19",3,2021,84,23.174048,1946.62
"2996","SJ19",3,2021,15,14.333333,215
"2997","SV20",3,2021,82,47.140244,3865.5
"2998","SF20",3,2021,24,34,816
"2999","SJ20",3,2021,87,40.54023,3527
"3000","SO20",3,2021,194,55.329897,10734
"3001","LAL20",3,2021,523,98.934034,51742.5
"3002","INT",3,2021,603,101.454395,61177
"3003","SO20",1,2021,156,51.044872,7963
"3004","DFG",1,2021,129,517.904729,66809.71
"3005","SA20",2,2021,105,52.304762,5492
"3006","SJ20",7,2020,6116,78.364871,479279.55
"3007","SF15",7,2020,46,32.826087,1510
"3008","SV19",7,2020,14,24,336
"3009","COVID",7,2020,226,262.34292,59289.5
"3010","SA19",7,2020,44,43.5,1914
"3011","INT",2,2021,343,110.314869,37838
"3012","INTFEV",2,2021,134,78.813433,10561
"3013","INT",7,2020,777,104.054054,80850
"3014","DMM01",7,2020,7,2350,16450
"3015","DOPRL",8,2020,793,20.137629,15969.14
"3016","SF13",8,2020,28,32.928571,922
"3017","LAL",8,2020,22,27.5,605
"3018","SC13",8,2020,110,20.836364,2292
"3019","LAL131",8,2020,51,21.078431,1075
"3020","SO13",8,2020,79,18,1422
"3021","SO14",8,2020,55,16.418182,903
"3022","LAL141",8,2020,54,20.388889,1101
"3023","SJ14",8,2020,21,16.904762,355
"3024","SA14",8,2020,31,16.83871,522
"3025","SF15",8,2020,30,25.333333,760
"3026","DFG",8,2020,138,95.157101,13131.68
"3027","SO15",8,2020,47,16.702128,785
"3028","SJ15",8,2020,23,19.26087,443
"3029","SF16",8,2020,38,21.078947,801
"3030","LAL151",8,2020,55,28.6,1573
"3031","SV16",8,2020,24,17,408
"3032","SD16",8,2020,40,13.375,535
"3033","LAL16",8,2020,43,25.023256,1076
"3034","SO16",8,2020,71,15.295775,1086
"3035","SV17",8,2020,30,19.5,585
"3036","SA17",8,2020,31,18.870968,585
"3037","SJ17",8,2020,28,14.285714,400
"3038","SO17",8,2020,64,17.8125,1140
"3039","DEC17",8,2020,72,23.166667,1668
"3040","SF17",8,2020,23,20.913043,481
"3041","SF18",8,2020,25,30.5068,762.67
"3042","LAL18",8,2020,84,23.690476,1990
"3043","SO18",8,2020,37,11.432432,423
"3044","LAL19",8,2020,107,37,3959
"3045","SJ19",8,2020,17,14.117647,240
"3046","SF20",8,2020,490,57.490857,28170.52
"3047","SJ20",8,2020,1272,98.369961,125126.59
"3048","SV20",8,2020,266,80.013158,21283.5
"3049","SJ18",8,2020,36,13.25,477
"3050","SJ13",8,2020,22,20,440
"3051","SA20",8,2020,1623,105.057301,170508
"3052","COVID",8,2020,217,397.13129,86177.49
"3053","INTFEV",3,2021,114,86.666667,9880
"3054","SJ15",3,2021,18,13.222222,238
"3055","SF15",3,2021,38,31,1178
"3056","INT",8,2020,2918,77.196618,225259.73
"3057","DOPRL",9,2020,722,18.51838,13370.27
"3058","SO12",9,2020,77,19.74026,1520
"3059","SF13",9,2020,13,28.615385,372
"3060","SJ13",9,2020,21,16.190476,340
"3061","LAL",9,2020,17,21.470588,365
"3062","SC13",9,2020,105,21.021333,2207.24
"3063","SO13",9,2020,80,19.15,1532
"3064","LAL131",9,2020,42,17.97619,755
"3065","SO14",9,2020,52,15.538462,808
"3066","SA14",9,2020,34,19.470588,662
"3067","SJ14",9,2020,20,20.5,410
"3068","LAL141",9,2020,48,17.416667,836
"3069","DFG",9,2020,153,240.50098,36796.65
"3070","SF15",9,2020,40,32.75,1310
"3071","SO15",9,2020,44,15.795455,695
"3072","SJ15",9,2020,19,12.789474,243
"3073","LAL151",9,2020,53,26.490566,1404
"3074","SF16",9,2020,50,27.02,1351
"3075","SV16",9,2020,23,15.565217,358
"3076","SO16",9,2020,75,21.613333,1621
"3077","SD16",9,2020,35,11.714286,410
"3078","SA17",9,2020,32,19.375,620
"3079","SO17",9,2020,56,16.875,945
"3080","DEC17",9,2020,67,17.656716,1183
"3081","SF17",9,2020,42,25.97619,1091
"3082","SF18",9,2020,26,32.218077,837.67
"3083","SJ18",9,2020,36,13.25,477
"3084","SO18",9,2020,37,12.513514,463
"3085","LAL19",9,2020,138,70.692899,9755.62
"3086","SJ19",9,2020,16,13.75,220
"3087","SV20",9,2020,249,82.640562,20577.5
"3088","SF20",9,2020,340,68.429412,23266
"3089","SJ20",9,2020,525,84.84,44541
"3090","BDON",8,2020,61,166.622951,10164
"3091","SA20",9,2020,5473,82.015871,448872.86
"3092","COVID",9,2020,165,105.051515,17333.5
"3093","SO19",9,2020,40,33.375,1335
"3094","LAL18",9,2020,79,23.417722,1850
"3095","SV17",9,2020,26,17.884615,465
"3096","BDON",9,2020,27,159.962963,4319
"3097","DOPRL",10,2020,889,21.194511,18841.92
"3098","SF13",10,2020,36,34.361111,1237
"3099","LAL",10,2020,18,21.944444,395
"3100","SC13",10,2020,118,21.161017,2497
"3101","SO13",10,2020,73,18.794521,1372
"3102","LAL131",10,2020,42,18.452381,775
"3103","SA14",10,2020,31,15.387097,477
"3104","SF14",10,2020,36,27.083333,975
"3105","SV14",10,2020,29,16.551724,480
"3106","LAL141",10,2020,55,19.381818,1066
"3107","SF15",10,2020,46,32.826087,1510
"3108","SO14",10,2020,52,17.75,923
"3109","LAL151",10,2020,53,27.792453,1473
"3110","SO15",10,2020,41,14.268293,585
"3111","SF16",10,2020,47,27.148936,1276
"3112","SV16",10,2020,21,13.714286,288
"3113","SO16",10,2020,66,13.80303,911
"3114","DFG",10,2020,198,566.161616,112100
"3115","SD16",10,2020,35,11.428571,400
"3116","SA17",10,2020,33,21.363636,705
"3117","SV17",10,2020,28,17.142857,480
"3118","DEC17",10,2020,66,17.469697,1153
"3119","SO17",10,2020,50,15.24,762
"3120","SF17",10,2020,28,25.392857,711
"3121","SF18",10,2020,43,30.178372,1297.67
"3122","SO18",10,2020,31,11.064516,343
"3123","LAL18",10,2020,82,23.902439,1960
"3124","SJ19",10,2020,19,13.157895,250
"3125","SF19",10,2020,25,28.32,708
"3126","SV19",10,2020,14,24,336
"3127","SO19",10,2020,23,21.304348,490
"3128","LAL19",10,2020,127,40.713386,5170.6
"3129","SF20",10,2020,393,55.564885,21837
"3130","SV20",10,2020,141,62.173759,8766.5
"3131","SJ20",10,2020,282,57.741135,16283
"3132","DLU",9,2020,32,92.638125,2964.42
"3133","SA20",10,2020,931,81.950838,76296.23
"3134","SJ18",10,2020,37,13.162162,487
"3135","SJ15",10,2020,25,15.52,388
"3136","SJ13",10,2020,21,15.238095,320
"3137","INT",10,2020,1236,112.07034,138518.94
"3138","COVID",10,2020,42,1069.99619,44939.84
"3139","SO20",10,2020,3706,94.513038,350265.32
"3140","BDON",10,2020,33,111.818182,3690
"3141","DOPRL",11,2020,780,20.168615,15731.52
"3142","SF13",11,2020,28,32.928571,922
"3143","LAL",11,2020,21,28.333333,595
"3144","SJ13",11,2020,22,20,440
"3145","SC13",11,2020,108,20.712963,2237
"3146","SO13",11,2020,76,18.25,1387
"3147","LAL131",11,2020,51,21.078431,1075
"3148","SA14",11,2020,31,16.83871,522
"3149","SO14",11,2020,56,17.910714,1003
"3150","SF15",11,2020,29,25.172414,730
"3151","LAL141",11,2020,51,20.215686,1031
"3152","SJ14",11,2020,21,16.904762,355
"3153","SJ15",11,2020,23,19.26087,443
"3154","SO15",11,2020,46,16.413043,755
"3155","SF16",11,2020,36,20.583333,741
"3156","DFG",11,2020,155,220.21129,34132.75
"3157","SO16",11,2020,70,14.8,1036
"3158","SD16",11,2020,37,13.378378,495
"3159","LAL16",11,2020,40,25.775,1031
"3160","SJ17",11,2020,27,13.703704,370
"3161","SA17",11,2020,30,19,570
"3162","SO17",11,2020,62,17.983871,1115
"3163","DEC17",11,2020,65,23.723077,1542
"3164","SF17",11,2020,23,20.913043,481
"3165","SJ18",11,2020,37,13.162162,487
"3166","SF18",11,2020,25,30.5068,762.67
"3167","LAL18",11,2020,82,24.329268,1995
"3168","SO18",11,2020,37,11.432432,423
"3169","LAL19",11,2020,135,37.745333,5095.62
"3170","SJ20",11,2020,317,97.820189,31009
"3171","SF20",11,2020,205,56.907317,11666
"3172","SV20",11,2020,197,64.373604,12681.6
"3173","SO20",11,2020,3339,80.572701,269032.25
"3174","SA20",11,2020,610,71.804918,43801
"3175","LAL151",11,2020,57,28.649123,1633
"3176","SJ19",11,2020,17,14.117647,240
"3177","SV17",11,2020,30,19.5,585
"3178","SV16",11,2020,24,17,408
"3179","SV21",4,2021,3392,65.389876,221802.46
"3180","SA20",3,2021,118,43.355932,5116
"3181","INT",11,2020,579,131.672193,76238.2
"3182","DOPRL",12,2020,707,18.500552,13079.89
"3183","LAL",12,2020,16,22.1875,355
"3184","SF13",12,2020,13,28.615385,372
"3185","SO12",12,2020,76,19.802632,1505
"3186","SJ13",12,2020,20,16,320
"3187","SC13",12,2020,102,20.610196,2102.24
"3188","SO13",12,2020,77,19.311688,1487
"3189","LAL131",12,2020,41,17.926829,735
"3190","SJ14",12,2020,20,20.5,410
"3191","SO14",12,2020,52,15.538462,808
"3192","SA14",12,2020,34,19.470588,662
"3193","LAL141",12,2020,48,17.625,846
"3194","DFG",12,2020,306,190.535556,58303.88
"3195","SF15",12,2020,39,33.282051,1298
"3196","LAL151",12,2020,51,26.352941,1344
"3197","SO15",12,2020,43,15.465116,665
"3198","SJ15",12,2020,19,12.789474,243
"3199","SF16",12,2020,48,26.895833,1291
"3200","SV16",12,2020,24,15.333333,368
"3201","SO16",12,2020,75,21.613333,1621
"3202","SD16",12,2020,32,11.71875,375
"3203","SV17",12,2020,26,17.884615,465
"3204","SO17",12,2020,54,16.851852,910
"3205","SA17",12,2020,32,19.375,620
"3206","DEC17",12,2020,62,18.177419,1127
"3207","SF18",12,2020,26,32.218077,837.67
"3208","SJ18",12,2020,36,12.972222,467
"3209","LAL18",12,2020,74,23.310811,1725
"3210","SO18",12,2020,36,12.583333,453
"3211","LAL19",12,2020,96,26.666667,2560
"3212","SJ19",12,2020,16,13.75,220
"3213","SV20",12,2020,309,71.894822,22215.5
"3214","SF20",12,2020,125,64.36,8045
"3215","SJ20",12,2020,502,97.611056,49000.75
"3216","SO20",12,2020,3107,84.783392,263422
"3217","SA20",12,2020,718,107.506964,77190
"3218","SF17",12,2020,42,25.97619,1091
"3219","DOPRL",4,2021,837,20.933035,17520.95
"3220","SJ13",4,2021,20,15,300
"3221","LAL",4,2021,17,22.647059,385
"3222","SF13",4,2021,36,34.361111,1237
"3223","SC13",4,2021,111,21.324324,2367
"3224","SO13",4,2021,71,18.760563,1332
"3225","LAL131",4,2021,41,18.414634,755
"3226","SF14",4,2021,34,26.617647,905
"3227","SV14",4,2021,28,16.785714,470
"3228","SA14",4,2021,29,15.241379,442
"3229","LAL141",4,2021,53,19.264151,1021
"3230","SO14",4,2021,51,17.509804,893
"3231","SJ14",4,2021,20,21,420
"3232","SF15",4,2021,45,33.288889,1498
"3233","DFG",4,2021,197,147.454467,29048.53
"3234","SJ15",4,2021,23,16.217391,373
"3235","SO15",4,2021,39,14.230769,555
"3236","LAL151",4,2021,50,28.66,1433
"3237","SV16",4,2021,21,13.714286,288
"3238","SF16",4,2021,44,21.954545,966
"3239","SO16",4,2021,58,14.241379,826
"3240","SD16",4,2021,29,10.862069,315
"3241","SV17",4,2021,27,17.037037,460
"3242","SA17",4,2021,32,21.71875,695
"3243","SO17",4,2021,51,15.137255,772
"3244","DEC17",4,2021,59,18,1062
"3245","SF17",4,2021,28,25.392857,711
"3246","SF18",4,2021,43,30.178372,1297.67
"3247","SJ18",4,2021,35,13.057143,457
"3248","LAL18",4,2021,78,23.461538,1830
"3249","SO18",4,2021,31,11.064516,343
"3250","SF19",4,2021,24,29.083333,698
"3251","LAL19",4,2021,90,22.506667,2025.6
"3252","SJ19",4,2021,15,13,195
"3253","SJ20",4,2021,64,32.609375,2087
"3254","SF20",4,2021,17,29.470588,501
"3255","SV20",4,2021,63,17.18254,1082.5
"3256","SO20",4,2021,88,44.659091,3930
"3257","LAL20",4,2021,303,59.676568,18082
"3258","SF21",4,2021,1331,70.618332,93993
"3259","INT",4,2021,482,104.004149,50130
"3260","COVID",12,2020,29,2605.980345,75573.43
"3261","DOPRL",1,2021,865,20.992566,18158.57
"3262","SF13",1,2021,37,34.243243,1267
"3263","LAL",1,2021,17,22.647059,385
"3264","SC13",1,2021,117,21.598291,2527
"3265","SJ13",1,2021,20,15,300
"3266","SO13",1,2021,73,18.794521,1372
"3267","LAL131",1,2021,40,17.875,715
"3268","SA14",1,2021,29,15.241379,442
"3269","SF14",1,2021,35,27.285714,955
"3270","SV14",1,2021,27,17.037037,460
"3271","SO14",1,2021,51,17.117647,873
"3272","LAL141",1,2021,53,19.169811,1016
"3273","SJ14",1,2021,20,21,420
"3274","SF15",1,2021,45,33.288889,1498
"3275","LAL151",1,2021,54,28.296296,1528
"3276","SJ15",1,2021,24,14.916667,358
"3277","SO15",1,2021,40,14.375,575
"3278","SF16",1,2021,44,21.954545,966
"3279","SV16",1,2021,21,13.714286,288
"3280","SO16",1,2021,65,13.861538,901
"3281","SD16",1,2021,30,11.5,345
"3282","SV17",1,2021,27,17.037037,460
"3283","SA17",1,2021,32,21.09375,675
"3284","SO17",1,2021,51,15.137255,772
"3285","SF17",1,2021,28,25.392857,711
"3286","DEC17",1,2021,61,18.229508,1112
"3287","SF18",1,2021,43,30.178372,1297.67
"3288","SJ18",1,2021,36,12.972222,467
"3289","LAL18",1,2021,79,23.544304,1860
"3290","SO18",1,2021,30,11.1,333
"3291","SF19",1,2021,25,28.32,708
"3292","LAL19",1,2021,100,22.3522,2235.22
"3293","SO19",1,2021,24,21.25,510
"3294","SF20",1,2021,20,33.55,671
"3295","SV20",1,2021,79,32.272152,2549.5
"3296","SJ20",1,2021,70,36.1,2527
"3297","SJ19",1,2021,19,13.157895,250
"3298","SJ14",10,2020,20,21,420
"3299","DOPRL",5,2021,738,20.127425,14854.04
"3300","LAL",5,2021,19,26.578947,505
"3301","SC13",5,2021,99,20.727273,2052
"3302","SO13",5,2021,73,18.041096,1317
"3303","LAL131",5,2021,50,21.1,1055
"3304","LAL141",5,2021,52,20.211538,1051
"3305","SA14",5,2021,30,16.733333,502
"3306","SO14",5,2021,55,17.690909,973
"3307","SJ14",5,2021,20,16.25,325
"3308","SF15",5,2021,27,25.111111,678
"3309","DFG",5,2021,157,344.121465,54027.07
"3310","SJ15",5,2021,21,18.47619,388
"3311","SO15",5,2021,43,16.627907,715
"3312","LAL151",5,2021,54,29.5,1593
"3313","SF16",5,2021,36,20.583333,741
"3314","SV16",5,2021,22,15.818182,348
"3315","SO16",5,2021,63,15.333333,966
"3316","SD16",5,2021,34,13.235294,450
"3317","SA17",5,2021,28,18.928571,530
"3318","SJ17",5,2021,26,13.461538,350
"3319","SV17",5,2021,27,19.444444,525
"3320","DEC17",5,2021,61,23.639344,1442
"3321","SO17",5,2021,61,18.032787,1100
"3322","SF17",5,2021,23,20.913043,481
"3323","SJ18",5,2021,34,13.147059,447
"3324","SF18",5,2021,25,30.5068,762.67
"3325","SO18",5,2021,36,11.472222,413
"3326","LAL18",5,2021,77,22.987013,1770
"3327","LAL19",5,2021,86,20.053721,1724.62
"3328","SJ19",5,2021,13,15,195
"3329","SF20",5,2021,11,29.181818,321
"3330","SJ20",5,2021,61,24.114754,1471
"3331","SV20",5,2021,53,16.424528,870.5
"3332","LAL20",5,2021,220,56.422727,12413
"3333","SF21",5,2021,983,65.449034,64336.4
"3334","BDON",4,2021,6,283.333333,1700
"3335","SV21",5,2021,1726,76.648088,132294.6
"3336","RLQ",5,2021,16,503.478125,8055.65
"3337","INT",5,2021,456,116.184211,52980
"3338","SF13",5,2021,25,33.28,832
"3339","LAL16",5,2021,39,26.051282,1016
"3340","SJ13",5,2021,22,20,440
"3341","SO20",5,2021,144,44.152778,6358
"3342","DOPRL",6,2021,668,18.282769,12212.89
"3343","SO12",6,2021,74,19.527027,1445
"3344","LAL",6,2021,14,18.928571,265
"3345","SF13",6,2021,12,27.666667,332
"3346","SJ13",6,2021,20,16,320
"3347","SC13",6,2021,94,20.821702,1957.24
"3348","SO13",6,2021,73,19,1387
"3349","LAL131",6,2021,40,17.625,705
"3350","SA14",6,2021,33,19.454545,642
"3351","SO14",6,2021,50,14.96,748
"3352","SJ14",6,2021,19,18.421053,350
"3353","LAL141",6,2021,48,17.625,846
"3354","DFG",6,2021,171,432.492339,73956.19
"3355","SF15",6,2021,38,31,1178
"3356","SO15",6,2021,41,15.487805,635
"3357","LAL151",6,2021,47,27.106383,1274
"3358","SV16",6,2021,24,15.333333,368
"3359","SO16",6,2021,66,23.19697,1531
"3360","SD16",6,2021,31,11.290323,350
"3361","SV17",6,2021,24,18.125,435
"3362","SO17",6,2021,53,16.886792,895
"3363","SF17",6,2021,42,25.97619,1091
"3364","DEC17",6,2021,58,18.655172,1082
"3365","SJ18",6,2021,34,13.147059,447
"3366","SF18",6,2021,26,32.218077,837.67
"3367","LAL18",6,2021,71,22.042254,1565
"3368","SO18",6,2021,35,12.085714,423
"3369","SJ19",6,2021,13,15,195
"3370","LAL19",6,2021,79,22.43038,1772
"3371","SV20",6,2021,64,17.585938,1125.5
"3372","SJ20",6,2021,46,16.673913,767
"3373","SF20",6,2021,24,34,816
"3374","SO20",6,2021,98,35.263265,3455.8
"3375","LAL20",6,2021,191,53.151832,10152
"3376","SV21",6,2021,627,82.315789,51612
"3377","SF21",6,2021,601,61.72213,37095
"3378","SA20",5,2021,85,28.670588,2437
"3379","BDON",5,2021,8,96.875,775
"3380","SF16",6,2021,45,27.133333,1221
"3381","SA17",6,2021,31,19.677419,610
"3382","SJ15",6,2021,18,13.222222,238
"3383","INT",6,2021,442,89.943439,39755
"3384","SJ21",6,2021,2665,64.834154,172783.02
"3385","DOPRL",7,2021,815,20.991816,17108.33
"3386","SF13",7,2021,34,34.323529,1167
"3387","SJ13",7,2021,20,15,300
"3388","SC13",7,2021,109,21.853211,2382
"3389","SO13",7,2021,69,18.724638,1292
"3390","LAL131",7,2021,40,17.875,715
"3391","SJ14",7,2021,20,21,420
"3392","SA14",7,2021,29,15.241379,442
"3393","SO14",7,2021,50,17.66,883
"3394","LAL141",7,2021,52,19.057692,991
"3395","SV14",7,2021,26,17.307692,450
"3396","DFG",7,2021,182,171.693736,31248.26
"3397","SF15",7,2021,42,31.380952,1318
"3398","SJ15",7,2021,23,16.217391,373
"3399","SO15",7,2021,39,14.230769,555
"3400","SF16",7,2021,44,21.954545,966
"3401","LAL151",7,2021,52,28.711538,1493
"3402","SV16",7,2021,21,13.714286,288
"3403","SD16",7,2021,29,10.862069,315
"3404","SO16",7,2021,56,14.392857,806
"3405","SV17",7,2021,25,17.6,440
"3406","SO17",7,2021,50,15.14,757
"3407","SA17",7,2021,32,21.71875,695
"3408","SF18",7,2021,40,28.44175,1137.67
"3409","DEC17",7,2021,57,18.368421,1047
"3410","SJ18",7,2021,34,13.147059,447
"3411","SO18",7,2021,31,11.064516,343
"3412","LAL18",7,2021,77,23.116883,1780
"3413","LAL19",7,2021,89,22.39573,1993.22
"3414","SJ19",7,2021,14,13.214286,185
"3415","SJ20",7,2021,46,16.891304,777
"3416","SV20",7,2021,61,17.090164,1042.5
"3417","LAL20",7,2021,182,190.741538,34714.96
"3418","SJ21",7,2021,2401,75.118792,180360.22
"3419","SV21",7,2021,296,67.429054,19959
"3420","SF21",7,2021,345,64.295652,22182
"3421","SF20",7,2021,16,30.375,486
"3422","SF14",7,2021,32,27.65625,885
"3423","LAL",7,2021,15,19.666667,295
"3424","SF17",7,2021,28,25.392857,711
"3425","SO20",7,2021,96,36.041667,3460
"3426","SF19",7,2021,23,29.913043,688
"3427","DOPRL",8,2021,720,20.22175,14559.66
"3428","LAL",8,2021,19,26.578947,505
"3429","SF13",8,2021,24,33,792
"3430","SC13",8,2021,98,20.020408,1962
"3431","SO13",8,2021,69,17.927536,1237
"3432","LAL131",8,2021,49,21.326531,1045
"3433","SA14",8,2021,30,16.733333,502
"3434","SO14",8,2021,53,16.283019,863
"3435","SF15",8,2021,26,24.923077,648
"3436","LAL141",8,2021,52,20.403846,1061
"3437","SO15",8,2021,44,16.477273,725
"3438","SJ15",8,2021,21,18.47619,388
"3439","SF16",8,2021,36,20.583333,741
"3440","LAL151",8,2021,51,29.666667,1513
"3441","SV16",8,2021,22,15.818182,348
"3442","DFG",8,2021,183,82.956557,15181.05
"3443","SO16",8,2021,61,15.508197,946
"3444","LAL16",8,2021,40,26.15,1046
"3445","SD16",8,2021,34,13.235294,450
"3446","SJ17",8,2021,26,13.461538,350
"3447","SV17",8,2021,26,19.807692,515
"3448","SO17",8,2021,60,18,1080
"3449","SA17",8,2021,28,18.928571,530
"3450","DEC17",8,2021,59,24.186441,1427
"3451","LAL18",8,2021,77,23.246753,1790
"3452","SO18",8,2021,36,11.472222,413
"3453","SF20",8,2021,10,30.6,306
"3454","LAL19",8,2021,84,19.964286,1677
"3455","SJ20",8,2021,48,17.125,822
"3456","SV20",8,2021,50,16.41,820.5
"3457","LAL20",8,2021,173,44.988439,7783
"3458","SF21",8,2021,560,60.85,34076
"3459","SV21",8,2021,163,88.331288,14398
"3460","SJ21",8,2021,730,108.827397,79444
"3461","SA20",7,2021,91,35.461538,3227
"3462","INT",7,2021,327,103.504587,33846
"3463","BDON",7,2021,30,106.055,3181.65
"3464","SF17",8,2021,23,20.913043,481
"3465","SF18",8,2021,24,30.527917,732.67
"3466","SJ14",8,2021,19,16.315789,310
"3467","SO20",8,2021,99,32.131313,3181
"3468","SJ18",8,2021,34,13.147059,447
"3469","SJ13",8,2021,22,20,440
"3470","SJ19",8,2021,13,15,195
"3471","SA21",8,2021,2731,70.833896,193447.37
"3472","INT",8,2021,574,81.133955,46570.89
"3473","DOPRL",9,2021,656,18.43029,12090.27
"3474","SO12",9,2021,74,19.459459,1440
"3475","SC13",9,2021,91,21.288352,1937.24
"3476","LAL131",9,2021,39,17.820513,695
"3477","SO13",9,2021,70,19.1,1337
"3478","SA14",9,2021,32,19.75,632
"3479","SO14",9,2021,48,15.166667,728
"3480","SJ14",9,2021,19,18.421053,350
"3481","LAL141",9,2021,46,17.521739,806
"3482","SF15",9,2021,36,31.333333,1128
"3483","SJ15",9,2021,18,13.222222,238
"3484","SO15",9,2021,41,15.487805,635
"3485","LAL151",9,2021,49,27.428571,1344
"3486","SV16",9,2021,24,15.333333,368
"3487","SF16",9,2021,45,26.688889,1201
"3488","DFG",9,2021,198,532.295859,105394.58
"3489","SO16",9,2021,65,23.092308,1501
"3490","SD16",9,2021,31,11.290323,350
"3491","SV17",9,2021,23,18.478261,425
"3492","SO17",9,2021,53,16.886792,895
"3493","DEC17",9,2021,57,18.807018,1072
"3494","SF17",9,2021,41,25.878049,1061
