"contact_id","month","probab"
452486,"SJ",1
452488,"SF",0.396618328694879
452488,"SV",0.332228533422843
452491,"SO",1
452517,"SJ",0.375990033146667
452517,"SO",0.351845038938529
452542,"SJ",0.383155235985299
452559,"SF",0.578679092717884
452578,"SV",0.362357842623121
452583,"SA",1
452590,"SJ",0.857844359782507
452591,"LAL",0.474489921385651
452606,"LAL",0.366568071319836
452634,"LAL",0.502075426118328
452686,"SO",0.367463216453633
452686,"LAL",0.437528688371303
452735,"SA",0.529901114992136
452759,"LAL",0.79831845545255
452776,"LAL",0.32514803949897
452798,"SJ",0.918812057826222
452818,"SF",0.537105275949703
452818,"SJ",0.462894724050297
452880,"LAL",0.374586646642194
452908,"SV",0.462428216814082
452908,"LAL",0.537571783185918
452921,"SA",0.414200465999681
452921,"SA",0.416859852401278
452938,"LAL",0.313737395360785
452978,"SA",0.400726680313226
453103,"SJ",0.365131906602228
453147,"SJ",0.340873253487163
453256,"LAL",0.845289075632699
453289,"LAL",0.951134915422097
453299,"LAL",0.503352641911275
453356,"SJ",0.336174359869174
453378,"SV",0.336078330549445
453378,"SA",0.301307218320681
453383,"SF",0.717355298241966
453423,"SV",0.32267030961823
453450,"SA",0.836045177787298
453503,"LAL",1
453504,"SA",0.373310491038241
453530,"SJ",0.775199876783489
453555,"SJ",0.35750815445841
453643,"SV",1
453652,"SO",0.330254406254113
453672,"SF",0.547358302217062
453672,"SO",0.452641697782938
453691,"LAL",0.809150511502719
453743,"SF",0.552497652053293
453793,"SO",0.300609042337829
453868,"SO",0.85388665696486
453883,"LAL",0.587670223388491
453901,"LAL",0.311104474840844
453902,"SF",0.335745676945928
453902,"SA",0.380686748897439
453983,"SO",0.361633370934366
454014,"SA",0.574681965865486
454030,"LAL",0.576653702323133
454051,"SF",0.541847599712132
454055,"SJ",0.401245593473507
454055,"SJ",0.314495259084186
454098,"SJ",0.59716930666236
454121,"LAL",0.462020112460827
454236,"LAL",0.768329163539741
454238,"SA",1
454245,"SO",0.333191303749898
454245,"SO",0.503708534392893
454251,"LAL",1
454257,"SA",0.385140570101518
454267,"SA",0.558146978742659
454325,"SJ",0.596921889435953
454325,"SO",0.403078110564047
454334,"SF",0.309398479686388
454369,"LAL",0.35430439666944
454403,"SV",0.53842859949707
454416,"SF",0.358499164291641
454419,"SJ",0.684957320572914
454438,"SF",0.535975458439306
454462,"SJ",0.300537990041968
454463,"LAL",0.803022294301683
454496,"LAL",0.439797577768514
454513,"SJ",0.368487362652147
454576,"SJ",0.986672359835049
454585,"LAL",0.697063646211248
454590,"SO",0.826931030288286
454720,"SV",0.330250092355801
454791,"SO",0.548479311814859
454791,"LAL",0.423655719790813
454792,"SJ",0.351680937196578
454827,"LAL",1
454858,"SJ",0.639047512875068
454946,"SJ",0.367493371658762
454946,"LAL",0.357160853222222
454952,"LAL",0.675195656028029
455011,"LAL",1
455012,"SO",0.56169725536769
455024,"SO",0.52898880098477
455060,"SA",0.311114056418229
455071,"LAL",0.901493926313601
455085,"SF",0.367888146127498
455086,"SO",0.31636500609912
455092,"SJ",0.367736555679092
455092,"LAL",0.632263444320908
455095,"LAL",0.588521599200897
455119,"SA",0.583706040542456
455199,"SA",0.421140515347417
455202,"LAL",1
455263,"SV",0.413178974862214
455263,"SJ",0.345262597914898
455273,"SO",0.849001820247402
455294,"LAL",0.359566808414975
455301,"SV",0.410402591927789
455314,"SF",0.328988227312543
455339,"LAL",0.403368357800728
455352,"SJ",1
455354,"SA",0.339493773871888
455371,"SO",0.351405042400161
455371,"LAL",0.488952487044418
455430,"SO",0.347622850401594
455430,"LAL",0.305826331729909
455442,"SA",0.329856587421709
455444,"SO",0.399251673642486
455488,"SO",0.619794595063391
455541,"LAL",0.344970656478152
455556,"LAL",1
455576,"SV",0.343145062254873
455576,"LAL",0.400085918681752
455586,"SJ",0.697633235417541
455586,"SA",0.302366764582459
455691,"SJ",0.936043132202988
455718,"SA",1
455743,"SA",0.44541702034404
455757,"SF",0.315392938663449
455781,"LAL",1
455797,"SJ",0.787163002676572
455828,"SA",0.350079775642335
455828,"SO",0.583728744841554
455857,"LAL",0.301839836895029
455870,"LAL",0.379695289759336
455894,"SA",0.350009650852938
455917,"SV",0.346671005466524
455917,"SJ",0.344569798845051
455923,"LAL",1
455942,"SF",0.548066351018498
455942,"SO",0.451933648981502
456028,"SF",0.536930952205766
456028,"SO",0.463069047794234
456037,"SA",0.674717820332727
456037,"SO",0.325282179667273
456114,"SO",0.628048339544462
456135,"SA",0.356632006890269
456207,"SO",1
456208,"SO",0.310888346465921
456208,"LAL",0.32474593774076
456304,"SF",0.342772876518727
456304,"SA",0.64973935726782
456320,"SO",0.461603807409332
456320,"LAL",0.538396192590668
456332,"LAL",0.766692382350745
456374,"SJ",1
456450,"SF",0.328392767975635
456500,"SV",0.751901498194353
456523,"SA",0.362946573925393
456542,"LAL",0.814326563290476
456605,"LAL",0.857710064769812
456612,"LAL",0.525552401903018
456663,"SJ",0.31925829980578
456671,"SO",0.342879657158897
456671,"LAL",0.496061940961152
456677,"SJ",0.547546641243839
456677,"SJ",0.369665202225047
456681,"SV",0.495509715738316
456681,"SJ",0.372091583524678
456701,"LAL",1
456741,"SF",0.393443920547249
456766,"SF",0.441808106550331
456816,"SJ",0.441027268412529
456816,"SA",0.338102099242908
456828,"SO",1
456841,"LAL",0.4998352052775
456905,"SA",1
456911,"SJ",0.396907108898433
456918,"SJ",0.337635068626812
456918,"LAL",0.411969428436972
456946,"SJ",0.404414276186096
456961,"SO",0.703002347410307
456974,"SJ",0.806703348412917
457002,"SV",0.378854585493069
457069,"SJ",0.590704032476701
457079,"SA",0.438439930095784
457120,"SA",0.476583118070216
457152,"LAL",0.314321332571163
457173,"SF",0.505142324792924
457187,"LAL",0.331512463629924
457207,"SA",0.482271248652899
457235,"LAL",1
457245,"SO",0.442189332550128
457245,"LAL",0.357083523928735
457253,"LAL",0.37508051749419
457305,"SF",0.765817834340129
457326,"SA",0.312108446266237
457326,"SA",0.380579165766279
457335,"LAL",0.677586890899312
457338,"SF",0.572448474745056
457405,"SA",1
457407,"SJ",0.303497644053735
457407,"SO",0.537703044072539
457445,"SA",0.305330999113927
457462,"SF",0.427662941679086
457472,"SJ",0.683113580954895
457472,"LAL",0.316886419045105
457544,"LAL",0.781899619497958
457552,"SO",0.307258648278292
457552,"LAL",0.423975476985009
457558,"SF",0.489813789409878
457558,"SF",0.510186210590122
457570,"SJ",0.892499511551032
457584,"SO",0.309716553543644
457584,"SO",0.690283446456356
457610,"LAL",0.333495512223476
457615,"LAL",0.815820262641137
457631,"SF",0.661239118851
457656,"SF",0.470611120555527
457656,"SF",0.4370687430171
457692,"LAL",0.527578859450805
457715,"SA",0.568012414983178
457715,"LAL",0.328279517757228
457728,"SF",0.437262818146735
457728,"LAL",0.48488485697869
457779,"SJ",0.342681395274394
457779,"SJ",0.459648328897111
457829,"LAL",0.494123685920733
457846,"SA",0.541564853510088
457862,"SJ",0.354568878145606
457891,"SF",0.477656815083092
457891,"SV",0.522343184916908
457903,"SA",0.407145513653806
457926,"SJ",0.352467120122443
457945,"SA",0.330311317605064
457969,"SA",0.854882545535459
457985,"LAL",0.821809062293166
458013,"SA",0.756950685646363
458042,"SO",0.401392330206363
458068,"LAL",0.382979535792124
458076,"SJ",0.411631967265612
458077,"SJ",0.303971280885327
458090,"SV",0.350546843589465
458091,"SO",1
458100,"SO",0.351358095024357
458100,"LAL",0.516454802184534
458115,"LAL",0.632900123758922
458136,"SF",0.406802174118445
458216,"SV",0.30558988770983
458242,"SO",0.731402505081303
458302,"LAL",0.54985483729936
458359,"SV",0.332883274911972
458363,"SF",1
458399,"SJ",0.569535808136304
458488,"SJ",1
458533,"LAL",0.779818059963295
458536,"SJ",0.520503709091897
458567,"SJ",0.333987804857166
458567,"LAL",0.416682760324946
458573,"SJ",0.328000806495163
458573,"SO",0.319983321924121
458595,"SJ",0.543152388760524
458773,"SO",0.596024283902159
458815,"SO",0.464935887820844
458815,"LAL",0.31338384386337
458832,"SV",0.355927084550739
458884,"SJ",0.361050322921885
458884,"LAL",0.399950190313033
458909,"SJ",0.503449539697306
458937,"LAL",0.70171066441874
458943,"SF",0.302300576395127
458943,"LAL",0.436016780737097
458946,"SO",0.590666785715626
458946,"LAL",0.371620889340509
458984,"SJ",0.436779373544709
458986,"SF",0.503993446556608
458986,"SA",0.418233420877083
458987,"SV",0.309222980836178
458987,"SJ",0.381659544412066
459038,"LAL",0.613139225336124
459044,"SA",0.301894910592441
459044,"LAL",0.405857818652661
459045,"SF",0.592094588110768
459045,"SO",0.407905411889232
459046,"LAL",0.798034712191763
459147,"SJ",0.349337036192925
459174,"SJ",0.466832403436567
459174,"SO",0.36453710570522
459199,"LAL",0.445832526383161
459203,"SO",0.543546781278655
459241,"LAL",1
459264,"SA",0.36891780453445
459276,"SJ",0.358805457948499
459284,"LAL",0.339061840039274
459309,"SA",0.30906025022451
459309,"SO",0.366423572981691
459335,"SJ",0.693528072515533
459378,"LAL",0.336220261079371
459379,"SV",0.399135075002708
459379,"SJ",0.338884609814756
459541,"LAL",0.468452191622378
459542,"SV",0.57343067582759
459551,"SJ",1
459557,"SJ",0.359526741212551
459671,"SF",0.305868259061891
459743,"SJ",1
459793,"LAL",0.727718678051811
459824,"LAL",0.755169696897557
459839,"SF",0.337857569452507
459839,"SA",0.55120223816196
459860,"SJ",0.30570372756362
459871,"SJ",0.319829142833042
459878,"SV",0.323848860644515
459929,"LAL",0.370628605714139
459946,"SJ",0.307223232608125
459946,"SO",0.692776767391875
460163,"LAL",0.324165610388716
460182,"SJ",0.564374594529968
460182,"SO",0.347988384232506
460302,"SA",0.55983644472619
460304,"LAL",1
460341,"SO",0.477254626348216
460360,"SA",0.310999145419852
460360,"SO",0.334964226032015
460384,"SJ",0.319571010499815
460384,"LAL",0.344444898755338
460416,"SO",0.369568523917829
460548,"SO",0.360201939356853
460548,"LAL",0.572092839020462
460652,"LAL",0.651114393818985
460693,"SF",0.304914079937698
460695,"SO",0.956029013307945
460700,"SJ",0.761509401439304
460706,"SJ",0.332958506437295
460751,"SA",0.650851320346865
460766,"SJ",1
460770,"SJ",0.302480954469934
460784,"SJ",0.365061547678241
460792,"LAL",0.624077860143915
460828,"SF",0.320092261834251
460828,"LAL",0.421036422446245
460901,"LAL",0.638548274942516
460961,"SF",0.387997516742904
461066,"SF",1
461496,"SJ",1
461621,"SA",0.523685766440008
461626,"LAL",0.495020641571929
461668,"SO",0.551957142188994
461668,"SO",0.301546251741694
461724,"SF",0.91682146728497
461737,"SA",0.515468152027735
461737,"SO",0.318833545543792
461761,"SV",0.529312322134977
461777,"SJ",0.459121583372441
461777,"SO",0.352746522438379
461786,"LAL",0.482584317984958
461871,"SO",0.571141788808899
461871,"LAL",0.428858211191101
461977,"SJ",1
462013,"SO",0.403195649952875
462023,"SF",0.654835006646895
462104,"SJ",0.346725738293303
462105,"SF",0.42757330881699
462113,"SJ",0.309634827329274
462113,"SA",0.468013282383027
462115,"SA",0.798257578109996
462125,"LAL",0.369790265582161
462125,"SF",0.356880293431585
462137,"SA",0.349121486725958
462176,"SV",0.457653606670731
462176,"LAL",0.334928919522404
462194,"SF",0.309880566068526
462207,"SJ",0.654892088066881
462258,"SA",1
462292,"SJ",0.364608747516889
462330,"SJ",0.722947701958643
462332,"LAL",0.623485059177597
462439,"LAL",0.390144016441751
462439,"SF",0.538920707841567
462474,"LAL",0.388445573316515
462496,"LAL",0.767068970702199
462505,"SV",0.911151545005912
462507,"SJ",0.494829975700104
462507,"SO",0.42441280777887
462583,"SJ",1
462584,"SO",1
462687,"LAL",0.693616830911538
462746,"LAL",0.647436113120284
462755,"LAL",0.780532604883266
462773,"LAL",0.594416328773746
462831,"SA",0.324705797527234
462831,"LAL",0.403206978802616
462836,"SJ",1
462857,"SJ",0.515431043656303
462879,"SJ",0.377751941984735
462879,"SO",0.378819614632139
462923,"LAL",0.385680088883337
462944,"SA",0.40630671558615
462944,"LAL",0.303726915161179
462950,"SO",0.718890907526708
463008,"SA",0.640102430918355
463013,"SJ",0.424353010846842
463054,"SA",0.312944415745699
463104,"SF",0.564756272955802
463128,"SF",0.32044954489858
463166,"SA",0.467835180080089
463166,"LAL",0.532164819919911
463223,"SA",0.93476412460093
463224,"SJ",0.458358026799397
463239,"LAL",0.932716636509297
463274,"SA",0.645766481901471
463329,"LAL",0.647904711853521
463373,"LAL",0.529243234676904
463374,"SJ",0.437992523195177
463447,"LAL",0.528336052606781
463489,"LAL",0.963366225860804
463494,"SJ",1
463505,"SJ",0.607409419586899
463602,"SA",0.852255316010327
463603,"SJ",0.365608933727227
463603,"LAL",0.326790405188739
463631,"LAL",1
463632,"LAL",0.569976147270201
463634,"SO",0.427192958423471
463634,"SO",0.310730155942048
463685,"SJ",0.545648919334969
463686,"LAL",0.586986453113545
463688,"LAL",0.703923007230026
463717,"SV",0.353053429828288
463800,"SO",1
463860,"LAL",0.743219119503068
463882,"SF",1
463884,"LAL",0.373936795304302
463888,"LAL",0.948392139643297
463934,"SA",0.615956673175454
463979,"LAL",0.309428665827545
464015,"SF",0.688236720436716
464022,"LAL",0.608845666583017
464053,"SF",0.476045927133966
464098,"LAL",0.659494799941191
464105,"SA",0.681833897216803
464105,"LAL",0.318166102783197
464201,"SO",0.356587229481092
464221,"SJ",0.546080552137118
464244,"SJ",0.404384642882879
464263,"SA",0.304824450329819
464270,"SJ",0.744754428458867
464441,"LAL",0.759880212670076
464530,"SF",1
464599,"SJ",0.313632223788359
464648,"SJ",0.667854595375691
464703,"SF",0.702095122730845
464709,"SV",0.386062184846203
464709,"SA",0.441276531013316
464725,"SJ",0.312683817740177
464773,"SF",1
464784,"SO",0.571035253110131
464784,"LAL",0.428964746889868
464890,"SJ",0.301715696536851
465112,"SO",0.328329140191993
465112,"SO",0.426418619128246
465150,"LAL",0.341564646019258
465153,"LAL",0.927362281729596
465181,"SO",0.984328461038919
465192,"LAL",1
465228,"SA",1
465237,"SO",1
465261,"LAL",1
465398,"LAL",0.532955353913924
465400,"SJ",0.618597004781954
465451,"SJ",1
500005,"SA",0.614885811328359
500087,"SV",0.336501917798133
500087,"LAL",0.512045398376404
500099,"SF",0.438546755142838
500186,"LAL",0.75626829295687
500255,"SF",0.48157938866965
500255,"SA",0.360038206400686
500331,"SF",0.319042622293474
500344,"LAL",0.766552321913242
500460,"SJ",0.481236413391488
500501,"LAL",0.414424987383297
500540,"SA",0.980926189000831
500617,"SA",0.395216139475039
500617,"SO",0.356442255831453
500640,"LAL",0.598705794511712
500659,"SJ",0.369498116932605
500659,"LAL",0.361628554555814
500735,"LAL",0.587332910750385
500774,"LAL",0.510261249172768
500891,"LAL",1
500905,"SJ",0.309145805434748
500907,"SF",0.474696239261268
500934,"SA",0.698650977415713
500943,"LAL",1
500946,"LAL",0.608685933223947
500977,"SF",0.437444647306473
501017,"SO",0.314480373648305
501021,"SO",0.439754466489774
501052,"SJ",0.955025503404336
501064,"LAL",1
501098,"LAL",0.615619282403097
501151,"SF",0.343861542706551
501151,"SF",0.44781562884159
501164,"SF",0.352086066203533
501216,"LAL",0.631645891977502
501242,"SF",0.354242305967105
501242,"SA",0.341954524437678
501254,"SA",0.633965858052347
501344,"SO",0.334467063222541
501350,"SA",0.379267949300194
501353,"SV",0.52622404410427
501353,"LAL",0.47377595589573
501362,"SA",0.328188709175612
501382,"LAL",0.989569010727478
501408,"LAL",1
501435,"SO",0.327638447818478
501445,"LAL",0.3467541674051
501446,"SO",0.314187396877582
501571,"SV",0.748219679827768
501617,"SO",0.485003878278628
501671,"SJ",0.859459602954992
501733,"LAL",0.379287788916491
501734,"LAL",0.608871301768842
501820,"SO",0.32674589092273
501854,"SF",0.322339265309253
501877,"SF",0.361734065746063
501877,"SJ",0.631375989890797
501881,"SO",1
501906,"SJ",0.352741576926326
501941,"SA",0.674802164466373
501961,"SV",0.792019176046019
501965,"SJ",0.533576992272678
501965,"SA",0.466423007727322
501980,"LAL",0.314102788648474
502021,"LAL",1
502025,"LAL",1
502027,"SJ",0.33610095016945
502027,"LAL",0.506637492296697
502030,"SJ",0.395596267086735
502047,"SO",0.534142498450971
502063,"SO",0.371564575859037
502063,"LAL",0.628435424140963
502102,"SA",0.520175398908559
502102,"LAL",0.364314169335004
502142,"SO",0.542159606126765
502257,"SJ",0.323442524701507
502257,"LAL",0.377057432341804
502283,"SJ",0.699823226110199
502288,"SO",0.488648082515553
502288,"LAL",0.34625338791227
502332,"SA",0.40549928568754
502332,"SO",0.568006130425633
502378,"SF",0.373140565228588
502425,"SO",0.320533648817755
502425,"LAL",0.316340265054848
502457,"SJ",0.647609467592265
502465,"SJ",0.390961700802634
502562,"SJ",0.323662676217653
502562,"LAL",0.381694307221112
502581,"LAL",0.69970847742494
502601,"SJ",0.667055552047736
502621,"LAL",0.652558207930136
502637,"SO",0.378059810837408
502667,"SF",0.670422097039481
502733,"LAL",1
502742,"SO",0.832872539300444
502757,"SJ",0.584818064388991
502766,"SF",0.431781496199797
502766,"SV",0.326922402390595
502772,"SF",0.454527222810039
502772,"SJ",0.545472777189961
502845,"SA",0.443169853469475
502877,"LAL",0.758835686335863
502907,"LAL",0.359177205522655
502942,"SJ",0.365239064170445
502948,"SO",0.425339993081495
502948,"LAL",0.442483453748014
503015,"SJ",0.490518399843573
503015,"SO",0.416505529127225
503024,"SJ",0.420679161162308
503056,"SA",0.433404636688336
503064,"SA",0.380446708888776
503098,"LAL",0.968300209684408
503113,"SJ",0.934588895064559
503130,"LAL",1
503158,"SF",0.984562533352426
503169,"SJ",0.619715815584353
503220,"SF",0.515156607754639
503319,"SJ",0.503793321677713
503397,"SF",0.323136136378885
503397,"SV",0.50643870126589
503438,"SV",0.331690194402771
503438,"SJ",0.616226768179637
503440,"SJ",0.48714751333105
503440,"SA",0.458554370954319
503496,"SV",0.369132017771584
503573,"LAL",0.787311272050061
503588,"LAL",0.717806112977029
503593,"SO",0.501969845639465
503610,"LAL",0.379632646142097
503637,"SA",0.880381365723955
503745,"LAL",0.490680532420753
503802,"SA",0.480783037276818
503844,"SF",0.472967536467459
503844,"LAL",0.501459556736583
504028,"SJ",0.365091641441731
504028,"SO",0.424332970767338
504070,"SF",0.562487824627086
504102,"SJ",0.468783561580643
504221,"SO",0.437010422921802
504221,"LAL",0.352939740985128
504224,"SJ",0.328741005108959
504237,"SJ",1
504280,"SJ",1
504310,"SF",0.693149311460587
504325,"SF",0.831357761968467
504353,"LAL",0.7218071022439
504370,"SA",0.490870804978459
504378,"LAL",0.388754152234759
504395,"SO",0.304579035390989
504395,"LAL",0.423406462646634
504411,"SJ",0.300646807628403
504470,"SJ",0.350080181363394
504500,"LAL",1
504550,"SA",0.400156928162492
504550,"SO",0.337152743065535
504551,"SJ",0.316948168214938
504572,"SJ",0.383275487863465
504627,"LAL",1
504640,"LAL",0.411596058546189
504659,"LAL",0.745741147759341
504660,"SA",0.676291986578863
504660,"SO",0.323708013421137
504662,"LAL",0.725244204034218
504717,"LAL",0.376255015171801
504727,"SA",0.827123365371017
504746,"SF",0.348557129290931
504746,"SV",0.35417381824919
504749,"LAL",0.443700622281902
504788,"SJ",0.67492922349852
504864,"SJ",0.404496939853053
504864,"SJ",0.580633461244279
504889,"LAL",0.789386494567606
504979,"SA",0.332101260949081
504979,"SO",0.667898739050919
505001,"SJ",1
505237,"SF",0.704330538067443
505249,"SF",0.301951241303526
505258,"LAL",0.475014105053056
505272,"LAL",0.40900759859658
505330,"SJ",0.363223463845559
505330,"SA",0.392598403797125
505360,"LAL",0.873540295806952
505412,"LAL",0.655794346831213
505420,"SF",1
505462,"SO",0.309447921933096
505532,"SA",0.352538642078647
505598,"SJ",0.402209957024866
505768,"LAL",0.639317844456639
505788,"SO",0.303024840939352
505788,"LAL",0.696975159060648
505871,"SA",1
505950,"SF",0.405196855871933
505979,"LAL",0.765715012626526
506051,"SO",0.980554127033618
506056,"SO",0.326991016564969
506056,"LAL",0.527644593228034
506136,"LAL",0.314488209696881
506157,"LAL",0.6841717446376
506213,"SA",0.333027193622319
506213,"LAL",0.600953787819424
506306,"SJ",0.800820453498709
506312,"LAL",0.869055750793011
506434,"SF",0.650320433946798
506473,"SA",0.917548194529525
506494,"SJ",0.435102129644818
506629,"SA",0.514179851695633
506629,"SO",0.485820148304367
506798,"SJ",0.523477615358281
506885,"SO",0.348393186902384
506937,"SF",0.304632337019018
506966,"SJ",0.584926863923153
507061,"SF",0.315339477185378
507160,"SF",0.360314779021229
507160,"SA",0.639685220978771
507182,"SO",0.400238343125254
507223,"SJ",0.746393426280636
507228,"SO",0.611020305053966
507273,"LAL",0.708040869893543
507313,"SA",0.33067444074591
507331,"SV",0.327500367800063
507338,"SO",0.427047433108683
507363,"SJ",1
507418,"LAL",0.449667941080663
507446,"SO",0.761316099766431
507471,"SA",0.445082260528422
507471,"SO",0.302004951678698
507499,"LAL",0.978201269496182
507513,"SF",0.58295945346954
507513,"SF",0.323141073441246
507549,"SO",0.365964807011798
507606,"SO",0.406951218056359
507606,"LAL",0.507776554934085
507619,"SO",0.356796309841999
507626,"SO",0.317950747229479
507626,"LAL",0.682049252770521
507647,"SA",0.393963118802988
507737,"SA",0.420786154372335
507743,"LAL",0.301671012635874
507769,"SJ",0.462729566384975
507769,"LAL",0.424309333241677
507794,"SF",0.41310941252007
507810,"SO",0.539506464971081
507817,"SA",1
507819,"SJ",0.643714762445962
507819,"SA",0.332707591063261
507917,"LAL",0.741389163927506
507946,"SJ",0.89149976874928
507953,"LAL",1
507958,"LAL",0.481144031877683
508055,"SO",0.315468528850057
508057,"SA",0.416450528780006
508057,"SO",0.306137632437342
508150,"SF",0.425459966469084
508200,"SA",0.664952474489869
508200,"SO",0.335047525510131
508230,"LAL",0.993053062353818
508245,"SO",1
508292,"SO",0.441059570442245
508312,"SA",0.463924914019573
508312,"LAL",0.338710823097247
508349,"LAL",0.595938837221167
508350,"SA",0.460848904695621
508350,"SO",0.364274170638153
508359,"LAL",1
508366,"SF",0.30420178479406
508366,"SA",0.331282481340622
508387,"SA",0.398088027481436
508441,"SJ",0.449365015713564
508487,"SJ",0.345692191769292
508487,"LAL",0.365944760955465
508521,"SV",0.401154069438979
508521,"SA",0.598845930561021
508551,"SA",1
508609,"SO",0.766517007664159
508617,"SF",0.313804822591999
508617,"LAL",0.542454462369079
508628,"LAL",0.649364773492145
508639,"LAL",0.633179242946347
508670,"LAL",0.428138441258138
508705,"SO",0.361731407504172
508747,"SA",0.35275678354713
508794,"SA",0.355840974048946
508803,"LAL",0.864508366661949
508838,"SJ",0.491414666312941
508838,"SO",0.354651449268977
508840,"SO",0.320825247515176
508850,"LAL",0.366943408329578
508855,"SO",0.329606933531386
508984,"SJ",0.414204772939592
508984,"SO",0.585795227060408
509144,"SA",0.39075038336584
509152,"LAL",0.787610851926267
509161,"SF",0.630161513084921
509161,"LAL",0.369838486915079
509212,"SV",0.312831729032935
509212,"SJ",0.30267854007796
509277,"SA",1
509452,"SO",0.497743711414078
509515,"LAL",0.717001333680843
509594,"SO",0.618302822933808
509594,"LAL",0.356279423581481
509596,"SV",0.485415451342522
509625,"SV",0.311734320890367
509625,"SO",0.420300393590757
509787,"SO",0.476909552514858
509796,"SJ",0.461805607427896
509796,"SA",0.383974397834313
509804,"SF",0.343929621787878
509805,"LAL",0.772504155656141
509858,"LAL",0.335857099136917
509868,"SF",0.461880557119133
509935,"SJ",0.559565692187483
509935,"SO",0.323886724199039
510383,"SV",0.511807813046603
510414,"SO",0.316866554836717
510427,"LAL",0.535337468113321
510492,"SJ",0.649596058780322
510503,"LAL",0.729458002829057
510641,"SJ",0.658048658925191
510671,"SJ",0.301511976046026
510711,"SA",0.315586566511545
510715,"SO",0.347483116511787
510741,"SV",0.423988257347863
510741,"LAL",0.460218719078579
510751,"SF",0.44869984513348
510760,"SF",0.502197172625492
510804,"LAL",0.4185420755239
510812,"LAL",0.780519356978372
510813,"SO",0.472060245258617
510855,"LAL",0.530243045209656
510866,"SJ",0.397098284172579
510901,"SA",0.661932523971091
510931,"LAL",0.817411117340866
510938,"LAL",0.647166813659585
510967,"SV",0.484193623836484
511002,"SJ",1
511105,"SF",0.395276465311002
511108,"SO",0.378012199536159
511108,"LAL",0.378469032430862
511136,"SJ",0.489742111443568
511137,"LAL",0.472265545456465
511297,"SV",0.383838761644977
511297,"SJ",0.616161238355023
511324,"SV",0.316281467823399
511437,"LAL",0.783010510541246
511442,"SF",0.323124775013129
511442,"LAL",0.571691146439232
511510,"SA",0.385528216611561
511512,"LAL",0.458993861163548
511513,"LAL",0.432379795940447
511522,"SO",0.801570424103351
511523,"SO",0.708581790490185
511628,"SF",0.658063289555925
511641,"SA",0.670445925865495
511656,"SF",0.728282524622567
511672,"SA",0.412796144209019
511707,"SJ",0.517265849222069
511735,"SO",0.416775898611312
511778,"SJ",0.862759815371718
511836,"SV",0.356099685501433
